id,name,recclass,mass_grams,year,reclat,reclong,GeoLocation
34384,Queen Alexandra Range 97750,LL5,3.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34385,Queen Alexandra Range 97751,LL5,26.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34386,Queen Alexandra Range 97752,LL5,77.59999999999998,1997,-84.0,168.0,"(-84.0, 168.0)"
34387,Queen Alexandra Range 97753,LL5,150.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34388,Queen Alexandra Range 97754,LL5,21.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34389,Queen Alexandra Range 97755,H6,8.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34390,Queen Alexandra Range 97756,LL5,5.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34391,Queen Alexandra Range 97757,LL5,12.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34392,Queen Alexandra Range 97758,LL5,23.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34393,Queen Alexandra Range 97759,LL5,25.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34394,Queen Alexandra Range 97760,H6,6.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34395,Queen Alexandra Range 97761,L6,6.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34396,Queen Alexandra Range 97762,L6,69.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34397,Queen Alexandra Range 97763,L6,34.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34398,Queen Alexandra Range 97764,LL5,31.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34399,Queen Alexandra Range 97766,LL5,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34400,Queen Alexandra Range 97767,LL5,1.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34401,Queen Alexandra Range 97768,LL5,1.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34402,Queen Alexandra Range 97769,L6,7.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34403,Queen Alexandra Range 97770,LL5,11.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34404,Queen Alexandra Range 97771,LL5,12.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34405,Queen Alexandra Range 97841,LL5,117.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34406,Queen Alexandra Range 97772,LL5,62.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34407,Queen Alexandra Range 97773,LL5,21.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34408,Queen Alexandra Range 97774,LL5,3.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34409,Queen Alexandra Range 97775,LL5,5.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34410,Queen Alexandra Range 97776,LL5,3.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34411,Queen Alexandra Range 97777,LL5,4.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34412,Queen Alexandra Range 97778,LL5,7.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34413,Queen Alexandra Range 97779,LL5,7.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34414,Queen Alexandra Range 97780,H6,4.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34415,Queen Alexandra Range 97781,LL5,1.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34416,Queen Alexandra Range 97782,LL5,1.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34417,Queen Alexandra Range 97783,LL5,12.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34418,Queen Alexandra Range 97784,L6,12.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34419,Queen Alexandra Range 97785,LL5,1.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34420,Queen Alexandra Range 97786,LL5,1.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34421,Queen Alexandra Range 97787,LL5,4.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34422,Queen Alexandra Range 97788,LL5,4.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34423,Queen Alexandra Range 97789,LL5,0.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34424,Queen Alexandra Range 97790,LL5,5.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34425,Queen Alexandra Range 97791,LL5,6.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34426,Queen Alexandra Range 97792,LL5,12.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34427,Queen Alexandra Range 97793,LL5,12.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34428,Queen Alexandra Range 97794,LL5,24.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34429,Queen Alexandra Range 97795,LL5,30.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34430,Queen Alexandra Range 97796,LL5,10.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34431,Queen Alexandra Range 97797,LL5,42.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34432,Queen Alexandra Range 97798,LL5,22.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34433,Queen Alexandra Range 97799,LL5,9.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34434,Queen Alexandra Range 97800,H6,126.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34435,Queen Alexandra Range 97801,LL5,35.70000000000001,1997,-84.0,168.0,"(-84.0, 168.0)"
34436,Queen Alexandra Range 97802,LL5,52.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34437,Queen Alexandra Range 97803,LL5,79.09999999999998,1997,-84.0,168.0,"(-84.0, 168.0)"
34438,Queen Alexandra Range 97804,H6,100.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34439,Queen Alexandra Range 97805,LL5,74.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34440,Queen Alexandra Range 97806,LL5,58.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34441,Queen Alexandra Range 97807,LL5,110.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34442,Queen Alexandra Range 97808,LL5,38.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34443,Queen Alexandra Range 97809,LL5,1.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34444,Queen Alexandra Range 97810,LL5,52.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34445,Queen Alexandra Range 97811,LL5,167.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34446,Queen Alexandra Range 97812,LL5,70.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34447,Queen Alexandra Range 97813,LL5,11.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34448,Queen Alexandra Range 97815,LL5,4.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34449,Queen Alexandra Range 97816,LL5,16.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34450,Queen Alexandra Range 97817,LL5,10.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34451,Queen Alexandra Range 97818,LL5,12.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34453,Queen Alexandra Range 97819,LL5,10.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34454,Queen Alexandra Range 97820,LL5,10.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34455,Queen Alexandra Range 97821,H6,7.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34456,Queen Alexandra Range 97822,LL5,7.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34457,Queen Alexandra Range 97823,LL5,16.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34458,Queen Alexandra Range 97824,LL5,3.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34459,Queen Alexandra Range 97825,LL5,3.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34460,Queen Alexandra Range 97826,LL5,1.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34461,Queen Alexandra Range 97827,LL5,4.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34462,Queen Alexandra Range 97828,LL5,12.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34463,Queen Alexandra Range 97829,LL5,19.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34464,Queen Alexandra Range 97830,LL5,19.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34465,Queen Alexandra Range 97831,LL5,3.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34466,Queen Alexandra Range 97832,L5,1.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34467,Queen Alexandra Range 97833,LL5,1.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34468,Queen Alexandra Range 97834,L5,2.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34469,Queen Alexandra Range 97835,LL5,1.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34470,Queen Alexandra Range 97836,LL5,7.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34471,Queen Alexandra Range 97837,LL5,7.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34472,Queen Alexandra Range 97838,LL5,0.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34473,Queen Alexandra Range 97839,LL5,37.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34474,Queen Alexandra Range 97840,LL5,182.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34475,Queen Alexandra Range 97842,H5,68.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34476,Queen Alexandra Range 97843,LL5,31.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34477,Queen Alexandra Range 97844,LL5,65.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34478,Queen Alexandra Range 97845,H6,26.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34479,Queen Alexandra Range 97846,H6,16.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34480,Queen Alexandra Range 97847,LL5,14.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34481,Queen Alexandra Range 97848,LL5,13.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34482,Queen Alexandra Range 97849,H6,115.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34483,Queen Alexandra Range 97850,LL5,82.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34484,Queen Alexandra Range 97851,L5,46.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34485,Queen Alexandra Range 97852,LL5,121.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34486,Queen Alexandra Range 97853,LL5,38.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34487,Queen Alexandra Range 97854,H6,8.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34488,Queen Alexandra Range 97855,LL5,44.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34489,Queen Alexandra Range 97856,LL5,15.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34490,Queen Alexandra Range 97857,LL6,8.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34491,Queen Alexandra Range 97858,LL5,13.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34492,Queen Alexandra Range 97859,LL5,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34493,Queen Alexandra Range 97860,LL5,27.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34494,Queen Alexandra Range 97861,LL5,3.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34495,Queen Alexandra Range 97862,L6,19.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34496,Queen Alexandra Range 97863,LL5,20.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34497,Queen Alexandra Range 97864,LL5,20.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34498,Queen Alexandra Range 97865,H6,4.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34499,Queen Alexandra Range 97866,LL5,3.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34500,Queen Alexandra Range 97867,LL6,18.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34501,Queen Alexandra Range 97868,LL5,4.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34502,Queen Alexandra Range 97869,LL5,2.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34503,Queen Alexandra Range 97870,H6,98.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34504,Queen Alexandra Range 97871,LL5,40.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34505,Queen Alexandra Range 97872,LL5,99.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34506,Queen Alexandra Range 97873,LL5,22.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34507,Queen Alexandra Range 97874,LL5,47.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34508,Queen Alexandra Range 97875,LL5,26.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34509,Queen Alexandra Range 97876,H6,21.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34510,Queen Alexandra Range 97877,LL5,13.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34511,Queen Alexandra Range 97878,LL5,31.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34512,Queen Alexandra Range 97879,H5,27.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34513,Queen Alexandra Range 97880,LL5,5.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34514,Queen Alexandra Range 97881,LL5,5.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34515,Queen Alexandra Range 97882,H6,4.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34516,Queen Alexandra Range 97883,L5,4.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34517,Queen Alexandra Range 97884,LL5,0.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34518,Queen Alexandra Range 97885,LL5,2.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34519,Queen Alexandra Range 97886,LL6,3.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34520,Queen Alexandra Range 97887,LL5,2.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34521,Queen Alexandra Range 97888,LL5,14.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34522,Queen Alexandra Range 97889,L5,14.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34523,Queen Alexandra Range 97890,LL5,3.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34524,Queen Alexandra Range 97891,LL5,2.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34525,Queen Alexandra Range 97892,L6,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34526,Queen Alexandra Range 97893,LL5,3.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34527,Queen Alexandra Range 97894,LL5,18.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34528,Queen Alexandra Range 97895,LL5,18.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34529,Queen Alexandra Range 97896,LL5,2.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34530,Queen Alexandra Range 97897,LL5,3.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34531,Queen Alexandra Range 97898,LL5,2.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34532,Queen Alexandra Range 97899,LL5,9.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34533,Queen Alexandra Range 97900,LL5,15.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34534,Queen Alexandra Range 97901,H6,10.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34535,Queen Alexandra Range 97902,LL5,31.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34536,Queen Alexandra Range 97903,LL5,31.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34537,Queen Alexandra Range 97904,H6,37.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34538,Queen Alexandra Range 97905,L5,15.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34539,Queen Alexandra Range 97906,LL5,12.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34540,Queen Alexandra Range 97907,LL5,5.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34541,Queen Alexandra Range 97908,LL5,1.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34542,Queen Alexandra Range 97909,LL5,4.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34543,Queen Alexandra Range 97910,LL5,29.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34544,Queen Alexandra Range 97911,L6,28.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34545,Queen Alexandra Range 97912,LL5,49.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34546,Queen Alexandra Range 97913,LL5,21.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34547,Queen Alexandra Range 97914,LL5,15.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34548,Queen Alexandra Range 97915,L6,11.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34549,Queen Alexandra Range 97916,LL5,18.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34550,Queen Alexandra Range 97917,L5,128.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34551,Queen Alexandra Range 97918,LL5,22.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34552,Queen Alexandra Range 97919,LL5,36.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34553,Queen Alexandra Range 97920,LL5,15.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34554,Queen Alexandra Range 97921,LL5,6.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34555,Queen Alexandra Range 97922,LL5,2.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34556,Queen Alexandra Range 97923,LL5,13.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34557,Queen Alexandra Range 97924,H6,2.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34558,Queen Alexandra Range 97925,LL5,5.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34559,Queen Alexandra Range 97926,LL5,6.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34560,Queen Alexandra Range 97927,LL5,8.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34561,Queen Alexandra Range 97928,LL5,1.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34562,Queen Alexandra Range 97929,LL5,14.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34563,Queen Alexandra Range 97930,LL5,3.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34564,Queen Alexandra Range 97931,LL5,3.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34565,Queen Alexandra Range 97932,LL5,9.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34566,Queen Alexandra Range 97933,LL5,6.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34567,Queen Alexandra Range 97934,L5,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34568,Queen Alexandra Range 97935,LL5,3.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34569,Queen Alexandra Range 97936,LL5,2.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34570,Queen Alexandra Range 97937,LL5,11.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34571,Queen Alexandra Range 97938,LL5,18.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34572,Queen Alexandra Range 97939,LL5,5.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34573,Queen Alexandra Range 97940,L5,58.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34574,Queen Alexandra Range 97941,LL5,43.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34575,Queen Alexandra Range 97942,LL6,52.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34576,Queen Alexandra Range 97943,LL5,21.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34577,Queen Alexandra Range 97944,LL5,14.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34578,Queen Alexandra Range 97980,H6,89.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34579,Queen Alexandra Range 97945,LL5,51.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34580,Queen Alexandra Range 97946,LL5,6.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34581,Queen Alexandra Range 97947,L5,51.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34582,Queen Alexandra Range 97948,H5,3.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34583,Queen Alexandra Range 97949,LL5,5.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34584,Queen Alexandra Range 97950,LL6,7.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34585,Queen Alexandra Range 97951,LL5,2.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34586,Queen Alexandra Range 97952,LL5,42.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34587,Queen Alexandra Range 97953,LL5,1.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34588,Queen Alexandra Range 97954,LL5,12.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34589,Queen Alexandra Range 97955,LL5,8.800000000000002,1997,-84.0,168.0,"(-84.0, 168.0)"
34590,Queen Alexandra Range 97956,H5,8.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34591,Queen Alexandra Range 97957,H5,3.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34592,Queen Alexandra Range 97958,CM2,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34593,Queen Alexandra Range 97959,LL5,34.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34594,Queen Alexandra Range 97960,LL5,17.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34595,Queen Alexandra Range 97961,LL5,72.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34596,Queen Alexandra Range 97962,LL5,10.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34597,Queen Alexandra Range 97963,L5,21.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34598,Queen Alexandra Range 97964,LL5,5.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34599,Queen Alexandra Range 97965,H5,2.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34600,Queen Alexandra Range 97966,L5,4.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34601,Queen Alexandra Range 97967,LL5,4.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34602,Queen Alexandra Range 97968,LL5,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34603,Queen Alexandra Range 97969,LL5,4.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34604,Queen Alexandra Range 97970,H6,15.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34605,Queen Alexandra Range 97971,LL5,81.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34606,Queen Alexandra Range 97972,LL5,8.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34607,Queen Alexandra Range 97973,L5,39.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34608,Queen Alexandra Range 97974,LL5,35.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34609,Queen Alexandra Range 97975,LL5,49.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34610,Queen Alexandra Range 97976,LL5,68.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34611,Queen Alexandra Range 97977,L6,43.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34612,Queen Alexandra Range 97978,LL5,8.4,1997,-84.0,168.0,"(-84.0, 168.0)"
34613,Queen Alexandra Range 97979,LL5,20.5,1997,-84.0,168.0,"(-84.0, 168.0)"
34614,Queen Alexandra Range 97981,LL5,6.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34615,Queen Alexandra Range 97982,LL5,8.9,1997,-84.0,168.0,"(-84.0, 168.0)"
34616,Queen Alexandra Range 97983,LL5,48.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34617,Queen Alexandra Range 97984,H6,20.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34618,Queen Alexandra Range 97985,LL5,16.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34619,Queen Alexandra Range 97986,LL5,31.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34620,Queen Alexandra Range 97987,LL5,34.7,1997,-84.0,168.0,"(-84.0, 168.0)"
34621,Queen Alexandra Range 97988,LL6,9.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34622,Queen Alexandra Range 97989,L5,1.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34623,Queen Alexandra Range 97990,CM2,67.3,1997,-84.0,168.0,"(-84.0, 168.0)"
34624,Queen Alexandra Range 97991,Diogenite,6.8,1997,-84.0,168.0,"(-84.0, 168.0)"
34625,Queen Alexandra Range 97992,LL5,21.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34626,Queen Alexandra Range 97993,LL5,14.2,1997,-84.0,168.0,"(-84.0, 168.0)"
34627,Queen Alexandra Range 97994,LL6,9.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34628,Queen Alexandra Range 97995,LL5,23.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34629,Queen Alexandra Range 97996,LL5,9.6,1997,-84.0,168.0,"(-84.0, 168.0)"
34630,Queen Alexandra Range 97997,LL5,3.1,1997,-84.0,168.0,"(-84.0, 168.0)"
34631,Queen Alexandra Range 97998,LL5,3.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34632,Queen Alexandra Range 97999,LL5,3.0,1997,-84.0,168.0,"(-84.0, 168.0)"
34633,Queen Alexandra Range 99001,Iron,22000.0,1999,-84.0,168.0,"(-84.0, 168.0)"
34634,Queen Alexandra Range 99002,H6,2749.6,1999,-84.0,168.0,"(-84.0, 168.0)"
34635,Queen Alexandra Range 99003,H5,3492.1,1999,-84.0,168.0,"(-84.0, 168.0)"
34636,Queen Alexandra Range 99004,H5,2369.4,1999,-84.0,168.0,"(-84.0, 168.0)"
34637,Queen Alexandra Range 99005,Eucrite-br,64.0,1999,-84.0,168.0,"(-84.0, 168.0)"
34638,Queen Alexandra Range 99006,Eucrite-br,133.1,1999,-84.0,168.0,"(-84.0, 168.0)"
34639,Queen Alexandra Range 99008,H5,2228.5,1999,-84.0,168.0,"(-84.0, 168.0)"
34640,Queen Alexandra Range 99009,H5,1814.3,1999,-84.0,168.0,"(-84.0, 168.0)"
34641,Queen Alexandra Range 99010,H5,1293.4,1999,-84.0,168.0,"(-84.0, 168.0)"
34642,Queen Alexandra Range 99011,H4,1451.9,1999,-84.0,168.0,"(-84.0, 168.0)"
34643,Queen Alexandra Range 99012,H4,2016.8,1999,-84.0,168.0,"(-84.0, 168.0)"
34644,Queen Alexandra Range 99013,H5,814.2,1999,-84.0,168.0,"(-84.0, 168.0)"
34645,Queen Alexandra Range 99014,H5,569.5,1999,-84.0,168.0,"(-84.0, 168.0)"
34646,Queen Alexandra Range 99015,H5,1460.4,1999,-84.0,168.0,"(-84.0, 168.0)"
34647,Queen Alexandra Range 99016,LL5,2166.4,1999,-84.0,168.0,"(-84.0, 168.0)"
34648,Queen Alexandra Range 99017,H5,4999.0,1999,-84.0,168.0,"(-84.0, 168.0)"
34649,Queen Alexandra Range 99018,H4,1000.2,1999,-84.0,168.0,"(-84.0, 168.0)"
34650,Queen Alexandra Range 99019,L5,350.5,1999,-84.0,168.0,"(-84.0, 168.0)"
34651,Queen Alexandra Range 99020,H5,355.4,1999,-84.0,168.0,"(-84.0, 168.0)"
34652,Queen Alexandra Range 99021,H5,402.9,1999,-84.0,168.0,"(-84.0, 168.0)"
34653,Queen Alexandra Range 99022,L6,548.9,1999,-84.0,168.0,"(-84.0, 168.0)"
34654,Queen Alexandra Range 99023,H5,1933.0,1999,-84.0,168.0,"(-84.0, 168.0)"
34655,Queen Alexandra Range 99024,H6,2074.0,1999,-84.0,168.0,"(-84.0, 168.0)"
34656,Queen Alexandra Range 99025,LL5,747.2,1999,-84.0,168.0,"(-84.0, 168.0)"
34657,Queen Alexandra Range 99026,H5,361.4,1999,-84.0,168.0,"(-84.0, 168.0)"
34658,Queen Alexandra Range 99027,H5,298.0,1999,-84.0,168.0,"(-84.0, 168.0)"
