id,name,recclass,mass_grams,year,reclat,reclong,GeoLocation
5587,Coyote Dry Lake 155,H4,17.02,2001,35.06847,-116.76905,"(35.06847, -116.76905)"
5588,Coyote Dry Lake 159,H5,17.7,2001,35.05865,-116.76872,"(35.05865, -116.76872)"
5589,Coyote Dry Lake 160,H5,76.88,2002,35.06152,-116.76295,"(35.06152, -116.76295)"
5590,Coyote Dry Lake 162,H5,9.87,2002,35.07802,-116.76777,"(35.07802, -116.76777)"
5591,Coyote Dry Lake 163,H5,16.66,2002,35.07,-116.77,"(35.07, -116.77)"
5592,Coyote Dry Lake 164,H5,43.0,2002,35.05835,-116.77403000000001,"(35.05835, -116.77403)"
5593,Coyote Dry Lake 165,L6,42.57,2002,35.06888,-116.76196999999999,"(35.06888, -116.76197)"
5594,Coyote Dry Lake 175,H6,36.35,2002,35.05475,-116.75431999999999,"(35.05475, -116.75432)"
5595,Coyote Dry Lake 176,H6,187.55,2003,35.054520000000004,-116.73005,"(35.05452, -116.73005)"
5596,Coyote Dry Lake 194,L6,1.47,2004,35.08838,-116.75283,"(35.08838, -116.75283)"
5597,Coyote Dry Lake 221,H4,54.31,2003,35.05717,-116.7205,"(35.05717, -116.7205)"
5598,Coyote Dry Lake 222,L5,22.5,2004,35.040079999999996,-116.75553000000001,"(35.04008, -116.75553)"
5599,Coyote Dry Lake 223,L6,512.0,2004,35.03842,-116.75818000000001,"(35.03842, -116.75818)"
5600,Coyote Dry Lake 230,H6,16.36,2004,35.08958,-116.75007,"(35.08958, -116.75007)"
5601,Coyote Dry Lake 235,LL6,81.4,2004,35.05628,-116.73376999999999,"(35.05628, -116.73377)"
5602,Coyote Dry Lake 249,H4,71.8,2004,35.087579999999996,-116.74603,"(35.08758, -116.74603)"
5603,Coyote Dry Lake 274,H4,7.5,2006,35.059020000000004,-116.76892,"(35.05902, -116.76892)"
5604,Coyote Dry Lake 275,H4,16.2,2006,35.05122,-116.76742,"(35.05122, -116.76742)"
5605,Coyote Dry Lake 276,H6,47.2,2006,35.07118,-116.77162,"(35.07118, -116.77162)"
5606,Coyote Dry Lake 277,H5,21.3,2006,35.0742,-116.7637,"(35.0742, -116.7637)"
5607,Coyote Dry Lake 318,H5,7.2,2009,35.0751,-116.75038,"(35.0751, -116.75038)"
5608,Coyote Mountains,H5,23.04,1998,31.91667,-111.5,"(31.91667, -111.5)"
5609,Coyote Spring,H5,240.0,2005,36.99367,-114.99367,"(36.99367, -114.99367)"
5610,Crab Hole,L6,284.0,1980,-30.4,127.43333,"(-30.4, 127.43333)"
5611,Crab Orchard,Mesosiderite-A1,48500.0,1887,35.83333,-84.91667,"(35.83333, -84.91667)"
5612,Cranberry Plains,"Iron, IVA",90.0,1852,37.23333,-80.73333000000001,"(37.23333, -80.73333)"
5613,Cranbourne,"Iron, IAB-MG",8600000.0,1854,-38.1,145.3,"(-38.1, 145.3)"
5614,Cranfills Gap,H6,6000.0,1940,31.75,-97.75,"(31.75, -97.75)"
5615,Cratheús (1931),"Iron, IVA",27500.0,1914,-5.25,-40.5,"(-5.25, -40.5)"
5617,Credo,L6,10820.0,1967,-30.366670000000003,120.73333000000001,"(-30.36667, 120.73333)"
5618,Cricket Mountains,H6,10.6,1985,38.903059999999996,-112.82111,"(38.90306, -112.82111)"
5619,Crocker's Well,LL7,3.8,1956,-32.01667,139.78333,"(-32.01667, 139.78333)"
5621,Crow Peak,"Iron, IIAB",6320.0,1958,44.47733,-103.972,"(44.47733, -103.972)"
5622,Cruz del Aire,"Iron, ungrouped",23000.0,1911,26.5,-100.0,"(26.5, -100.0)"
5623,Cruz del Eje,"Iron, IAB complex",14000.0,1971,-30.75,-64.78333,"(-30.75, -64.78333)"
5624,Cuba,"Iron, IAB?",1500.0,1871,22.0,-80.0,"(22.0, -80.0)"
5625,Cuddeback Dry Lake 001,L6,32.5,1999,35.29575,-117.4668,"(35.29575, -117.4668)"
5626,Cuddeback Dry Lake 002,L6,95.0,2000,35.2755,-117.47833,"(35.2755, -117.47833)"
5627,Cuddeback Dry Lake 003,L6,7.5,2000,35.29183,-117.47067,"(35.29183, -117.47067)"
5628,Cuddeback Dry Lake 004,H6,40.0,2000,35.30233,-117.46016999999999,"(35.30233, -117.46017)"
5629,Cuddeback Dry Lake 005,H5,35.0,2000,35.31232,-117.45315,"(35.31232, -117.45315)"
5630,Cuddeback Dry Lake 006,H6,0.5,2000,35.31227,-117.453,"(35.31227, -117.453)"
5631,Cuddeback Dry Lake 007,L4,96.7,2000,35.3114,-117.45342,"(35.3114, -117.45342)"
5632,Cuddeback Dry Lake 008,L6,18.02,2000,35.28333,-117.48333000000001,"(35.28333, -117.48333)"
5633,Cuddeback Dry Lake 009,H5,19.0,2000,35.318329999999996,-117.46667,"(35.31833, -117.46667)"
5634,Cuddeback Dry Lake 010,L5,10.5,2000,35.3112,-117.45465,"(35.3112, -117.45465)"
5635,Cuddeback Dry Lake 011,L6,10.69,2000,35.2758,-117.47877,"(35.2758, -117.47877)"
5636,Cuddeback Dry Lake 012,H5,0.72,2002,35.31217,-117.453,"(35.31217, -117.453)"
5638,Cuddeback Dry Lake 013,H4,1.6,2008,35.31218,-117.45303,"(35.31218, -117.45303)"
5639,Cuddeback Dry Lake 017,H6,23.1,2008,35.28528,-117.48305,"(35.28528, -117.48305)"
5640,Cuddeback Dry Lake 018,H4,8.5,2008,35.28638,-117.48305,"(35.28638, -117.48305)"
5641,Cuddeback Dry Lake 019,L6,10.1,2008,35.30455,-117.45817,"(35.30455, -117.45817)"
5642,Cuddeback Dry Lake 021,L6,31.72,2004,35.3,-117.4605,"(35.3, -117.4605)"
5643,Cuddeback Dry Lake 023,H5,123.0,1986,35.3248,-117.47983,"(35.3248, -117.47983)"
5644,Cuddeback Dry Lake 028,L5,19.5,2008,35.296,-117.472,"(35.296, -117.472)"
5645,Cuddeback Dry Lake 029,H4,22.2,2008,35.296,-117.472,"(35.296, -117.472)"
5646,Cuero,H5,46500.0,1936,29.01667,-97.28333,"(29.01667, -97.28333)"
5647,Culbertson,H4,5900.0,1913,40.23333,-100.83333,"(40.23333, -100.83333)"
5648,Cullison,H4,10000.0,1911,37.61667,-98.91667,"(37.61667, -98.91667)"
5649,Cumpas,"Iron, IIIAB",28600.0,1903,30.0,-109.66667,"(30.0, -109.66667)"
5683,Dar al Gani 031,H5/6,213.0,1995,27.187170000000002,16.189,"(27.18717, 16.189)"
5699,Cushing,H4,567.0,1932,35.96667,-96.76666999999999,"(35.96667, -96.76667)"
5702,Dadin,Iron,27300.0,1949,-38.91667,-69.2,"(-38.91667, -69.2)"
5703,Dale Dry Lake,L3.7,300.0,1957,34.08333,-115.78333,"(34.08333, -115.78333)"
5704,Dalgaranga,Mesosiderite-A,12200.0,1923,-27.71667,117.25,"(-27.71667, 117.25)"
5705,Dalgety Downs,L4,257000.0,1941,-25.33333,116.18333,"(-25.33333, 116.18333)"
5706,Dalhart,H5,4400.0,1968,36.04333,-102.40833,"(36.04333, -102.40833)"
5707,Dalton,"Iron, IIIAB",53000.0,1879,34.8,-84.98333000000001,"(34.8, -84.98333)"
5708,Danby Dry Lake,H6,8991.0,2000,34.216667,-115.05,"(34.216667, -115.05)"
5709,Danebury,H6,30.0,1974,51.13889,-1.53611,"(51.13889, -1.53611)"
5714,Daoura,L4,35.0,1952,29.58333,-3.75,"(29.58333, -3.75)"
5715,Dar al Gani 001,LL6,213.0,1995,27.11767,16.0745,"(27.11767, 16.0745)"
5716,Dar al Gani 002,H6,5105.0,1995,27.1255,16.05817,"(27.1255, 16.05817)"
5717,Dar al Gani 003,H6,2020.0,1995,27.12633,16.03067,"(27.12633, 16.03067)"
5718,Dar al Gani 004,H6,237.0,1995,27.155,15.958329999999998,"(27.155, 15.95833)"
5719,Dar al Gani 005,CO3,1932.0,1995,27.1565,15.9525,"(27.1565, 15.9525)"
5720,Dar al Gani 006,CO3,3130.0,1995,27.169829999999997,15.9255,"(27.16983, 15.9255)"
5721,Dar al Gani 007,H5/6,331.0,1995,27.162329999999997,16.09533,"(27.16233, 16.09533)"
5722,Dar al Gani 008,L6,1925.0,1995,27.15833,16.11467,"(27.15833, 16.11467)"
5723,Dar al Gani 009,H6,2235.0,1995,27.15267,16.1565,"(27.15267, 16.1565)"
5724,Dar al Gani 010,H5/6,72.0,1995,27.15217,16.173170000000002,"(27.15217, 16.17317)"
5725,Dar al Gani 011,H6,898.0,1995,27.16467,16.16917,"(27.16467, 16.16917)"
5726,Dar al Gani 012,L6,769.0,1995,27.132,16.29767,"(27.132, 16.29767)"
5727,Dar al Gani 013,R3.5-6,205.0,1995,27.1295,16.3435,"(27.1295, 16.3435)"
5728,Dar al Gani 014,H5,147.0,1995,27.109170000000002,16.46617,"(27.10917, 16.46617)"
5729,Dar al Gani 015,H6,619.0,1995,27.107,16.39333,"(27.107, 16.39333)"
5730,Dar al Gani 016,H5,516.0,1995,27.098,16.322329999999997,"(27.098, 16.32233)"
5731,Dar al Gani 017,L6,713.0,1995,27.092670000000002,16.31317,"(27.09267, 16.31317)"
5732,Dar al Gani 018,H5,287.0,1995,27.092,16.3,"(27.092, 16.3)"
5733,Dar al Gani 019,H6,3096.0,1995,27.08083,16.201,"(27.08083, 16.201)"
5734,Dar al Gani 020,L4/5,1190.0,1995,27.077170000000002,16.193170000000002,"(27.07717, 16.19317)"
5735,Dar al Gani 021,L6,83.0,1995,27.077170000000002,16.193,"(27.07717, 16.193)"
5736,Dar al Gani 022,LL3-6,362.0,1995,27.0775,16.16917,"(27.0775, 16.16917)"
5737,Dar al Gani 023,CO3,31.0,1995,27.09767,16.0255,"(27.09767, 16.0255)"
5738,Dar al Gani 024,H6,113.0,1995,27.10483,16.011329999999997,"(27.10483, 16.01133)"
5739,Dar al Gani 025,CO3,483.0,1995,27.10483,16.011329999999997,"(27.10483, 16.01133)"
5740,Dar al Gani 026,LL6,236.0,1995,27.11417,16.0015,"(27.11417, 16.0015)"
5741,Dar al Gani 027,CO3,281.0,1995,27.12783,15.97117,"(27.12783, 15.97117)"
5742,Dar al Gani 028,L6,231.0,1995,27.225,15.0295,"(27.225, 15.0295)"
5743,Dar al Gani 029,H6,1620.0,1995,27.20167,16.093,"(27.20167, 16.093)"
5744,Dar al Gani 030,H3.9-6,404.0,1995,27.1915,16.1345,"(27.1915, 16.1345)"
5745,Dar al Gani 032,CO3,579.0,1995,27.084670000000003,16.03683,"(27.08467, 16.03683)"
5746,Dar al Gani 033,L6,126.0,1995,27.0805,16.12567,"(27.0805, 16.12567)"
5747,Dar al Gani 034,L6,406.0,1995,27.08267,16.137829999999997,"(27.08267, 16.13783)"
5748,Dar al Gani 035,H5,199.0,1995,27.08683,16.17483,"(27.08683, 16.17483)"
5749,Dar al Gani 036,LL6,1214.0,1995,27.10383,16.308670000000003,"(27.10383, 16.30867)"
5750,Dar al Gani 037,LL6,990.0,1995,27.107670000000002,16.323829999999997,"(27.10767, 16.32383)"
5751,Dar al Gani 038,LL6,674.0,1995,27.10967,16.3515,"(27.10967, 16.3515)"
5752,Dar al Gani 039,LL6,167.0,1995,27.110670000000002,16.35667,"(27.11067, 16.35667)"
5753,Dar al Gani 040,L6,176.0,1995,27.1115,16.4365,"(27.1115, 16.4365)"
5754,Dar al Gani 041,H5,95.0,1995,27.13583,16.36017,"(27.13583, 16.36017)"
5755,Dar al Gani 042,H5,176.0,1995,27.133670000000002,16.358,"(27.13367, 16.358)"
5756,Dar al Gani 043,H5-6,38.0,1995,27.13383,16.331,"(27.13383, 16.331)"
5757,Dar al Gani 044,H4,1741.0,1995,27.139329999999998,16.27267,"(27.13933, 16.27267)"
5758,Dar al Gani 045,H6,1010.0,1995,27.14617,16.16367,"(27.14617, 16.16367)"
5759,Dar al Gani 046,LL6,192.0,1995,27.15267,16.106170000000002,"(27.15267, 16.10617)"
5760,Dar al Gani 047,L6,240.0,1995,27.275170000000003,16.09383,"(27.27517, 16.09383)"
5761,Dar al Gani 048,L5,242.0,1995,27.25817,16.1355,"(27.25817, 16.1355)"
5762,Dar al Gani 049,L4/5,100.0,1995,27.30583,16.13567,"(27.30583, 16.13567)"
5763,Dar al Gani 050,L5,1808.0,1995,27.3055,16.20917,"(27.3055, 16.20917)"
5764,Dar al Gani 051,H5,121.0,1995,27.303829999999998,16.24483,"(27.30383, 16.24483)"
5765,Dar al Gani 052,LL4-6,164.0,1995,27.30317,16.25467,"(27.30317, 16.25467)"
5766,Dar al Gani 053,H5,276.0,1995,27.30517,16.26417,"(27.30517, 16.26417)"
5767,Dar al Gani 054,LL3.8,957.0,1995,27.30483,16.30017,"(27.30483, 16.30017)"
5768,Dar al Gani 055,C3-ung,451.0,1995,27.26717,16.42033,"(27.26717, 16.42033)"
5769,Dar al Gani 056,C3-ung,703.0,1995,27.26783,16.41317,"(27.26783, 16.41317)"
5770,Dar al Gani 057,L6,36.0,1995,27.268829999999998,16.23633,"(27.26883, 16.23633)"
5771,Dar al Gani 058,L5,1490.0,1995,27.279,16.21733,"(27.279, 16.21733)"
5772,Dar al Gani 059,L5,944.0,1995,27.29867,16.166829999999997,"(27.29867, 16.16683)"
5773,Dar al Gani 060,LL5-6,425.0,1995,27.32017,16.0775,"(27.32017, 16.0775)"
5774,Dar al Gani 061,LL5-6,3130.0,1995,27.45767,16.280170000000002,"(27.45767, 16.28017)"
5775,Dar al Gani 062,LL5-6,421.0,1995,27.454829999999998,16.31333,"(27.45483, 16.31333)"
5776,Dar al Gani 063,H5,199.0,1995,27.4055,16.328329999999998,"(27.4055, 16.32833)"
5777,Dar al Gani 064,L6,229.0,1995,27.40633,16.319670000000002,"(27.40633, 16.31967)"
5778,Dar al Gani 065,L5,90.0,1995,27.41633,16.194329999999997,"(27.41633, 16.19433)"
5779,Dar al Gani 066,H5,50.0,1995,27.4205,16.16667,"(27.4205, 16.16667)"
5780,Dar al Gani 067,CO3,688.0,1995,27.1455,15.95067,"(27.1455, 15.95067)"
5781,Dar al Gani 068,H5,250.0,1995,27.0705,16.0945,"(27.0705, 16.0945)"
5782,Dar al Gani 069,L6,110.0,1995,27.04767,16.4515,"(27.04767, 16.4515)"
5783,Dar al Gani 070,H6,458.0,1995,27.052329999999998,16.42633,"(27.05233, 16.42633)"
5784,Dar al Gani 071,L6,392.0,1995,27.056,16.399,"(27.056, 16.399)"
5785,Dar al Gani 072,H6,117.0,1995,27.1055,16.04583,"(27.1055, 16.04583)"
5786,Dar al Gani 073,H6,215.0,1995,27.128829999999997,16.035,"(27.12883, 16.035)"
5787,Dar al Gani 074,H5/6,86.0,1995,27.16033,16.03533,"(27.16033, 16.03533)"
5788,Dar al Gani 075,H4,1025.0,1995,27.19967,16.03567,"(27.19967, 16.03567)"
5789,Dar al Gani 076,H6,123.0,1995,27.1045,16.009829999999997,"(27.1045, 16.00983)"
5790,Dar al Gani 077,H6,443.0,1995,27.107329999999997,16.02233,"(27.10733, 16.02233)"
5791,Dar al Gani 078,CO3,838.0,1995,27.10483,16.06317,"(27.10483, 16.06317)"
5792,Dar al Gani 079,H6,252.0,1995,27.118170000000003,16.02717,"(27.11817, 16.02717)"
5793,Dar al Gani 080,H6,216.0,1995,27.10083,16.023329999999998,"(27.10083, 16.02333)"
5794,Dar al Gani 081,CO3,125.0,1995,27.11017,16.01817,"(27.11017, 16.01817)"
5795,Dar al Gani 082,CO3,860.0,1995,27.167,15.939329999999998,"(27.167, 15.93933)"
5796,Dar al Gani 083,CO3,622.0,1995,27.159670000000002,15.962829999999999,"(27.15967, 15.96283)"
5797,Dar al Gani 084,Ureilite,277.0,1995,27.040670000000002,16.404329999999998,"(27.04067, 16.40433)"
5798,Dar al Gani 085,L3-4,153.0,1995,27.04617,16.37217,"(27.04617, 16.37217)"
5799,Dar al Gani 086,L6,237.0,1995,27.084329999999998,16.119,"(27.08433, 16.119)"
5800,Dar al Gani 087,H6,217.0,1995,27.1355,16.030170000000002,"(27.1355, 16.03017)"
5801,Dar al Gani 088,H5,236.0,1995,27.1425,16.0295,"(27.1425, 16.0295)"
5802,Dar al Gani 089,H5,541.0,1995,27.143,16.028,"(27.143, 16.028)"
5803,Dar al Gani 090,H5,628.0,1995,27.1585,16.03133,"(27.1585, 16.03133)"
5804,Dar al Gani 091,L5/6,144.0,1995,27.22017,16.033170000000002,"(27.22017, 16.03317)"
5805,Dar al Gani 092,L6,137.0,1995,27.23317,16.029329999999998,"(27.23317, 16.02933)"
5806,Dar al Gani 093,L6,522.0,1995,27.2705,16.040670000000002,"(27.2705, 16.04067)"
5807,Dar al Gani 094,H5,385.0,1996,27.0655,16.0875,"(27.0655, 16.0875)"
5808,Dar al Gani 095,L5,840.0,1996,27.10683,16.516170000000002,"(27.10683, 16.51617)"
5809,Dar al Gani 096,H5,209.0,1996,27.1025,16.23817,"(27.1025, 16.23817)"
5810,Dar al Gani 097,H6,67.0,1996,27.11433,16.145,"(27.11433, 16.145)"
5811,Dar al Gani 098,H5/6,132.0,1996,27.1135,16.143,"(27.1135, 16.143)"
5812,Dar al Gani 099,H6,254.0,1996,27.12017,16.11117,"(27.12017, 16.11117)"
5813,Dar al Gani 100,H6,4840.0,1996,27.121170000000003,16.108829999999998,"(27.12117, 16.10883)"
5814,Dar al Gani 1000,Ureilite-pmict,17.920000000000005,1997,27.0135,16.36583,"(27.0135, 16.36583)"
5815,Dar al Gani 1001,H6,132.0,1999,27.376829999999998,16.302329999999998,"(27.37683, 16.30233)"
5816,Dar al Gani 1002,H5,370.0,1999,27.351329999999997,16.25367,"(27.35133, 16.25367)"
5817,Dar al Gani 1003,H5,236.0,1999,27.27833,16.27717,"(27.27833, 16.27717)"
5818,Dar al Gani 1004,H5,287.0,1999,27.2585,16.09233,"(27.2585, 16.09233)"
5819,Dar al Gani 1005,H4,477.0,1999,27.190170000000002,16.308329999999998,"(27.19017, 16.30833)"
5820,Dar al Gani 1006,CO3,4150.0,1999,27.203,15.900670000000002,"(27.203, 15.90067)"
5821,Dar al Gani 1007,L6,124.0,1999,27.1585,16.45617,"(27.1585, 16.45617)"
5822,Dar al Gani 1008,H5,108.0,1999,27.917,16.48767,"(27.917, 16.48767)"
5823,Dar al Gani 1009,L5,85.0,1999,27.94783,16.509829999999997,"(27.94783, 16.50983)"
5824,Dar al Gani 101,H6,842.0,1996,27.1295,16.06867,"(27.1295, 16.06867)"
5825,Dar al Gani 1010,Ureilite,119.0,2000,27.04133,16.38767,"(27.04133, 16.38767)"
5826,Dar al Gani 1011,L5,38.05,1999,27.043059999999997,16.41167,"(27.04306, 16.41167)"
5827,Dar al Gani 1012,H5,14.8,1999,27.15222,16.483060000000002,"(27.15222, 16.48306)"
5828,Dar al Gani 1013,L4-5,20.32,1999,27.15222,16.517220000000002,"(27.15222, 16.51722)"
5829,Dar al Gani 1014,H5,239.0,1999,27.57139,16.175,"(27.57139, 16.175)"
5830,Dar al Gani 1015,H5,247.0,1999,27.42639,16.27417,"(27.42639, 16.27417)"
5831,Dar al Gani 1016,L~6,11.65,1999,27.25253,16.08372,"(27.25253, 16.08372)"
5832,Dar al Gani 1017,LL~6,176.78,1999,27.4387,15.948379999999998,"(27.4387, 15.94838)"
5833,Dar al Gani 1018,H5,181.88,1999,27.63167,16.08694,"(27.63167, 16.08694)"
5834,Dar al Gani 1019,L5,104.1,1999,27.57139,16.08333,"(27.57139, 16.08333)"
5835,Dar al Gani 102,H6,173.0,1996,27.1205,16.0235,"(27.1205, 16.0235)"
5836,Dar al Gani 1020,H5,55.8,2000,27.92472,16.9575,"(27.92472, 16.9575)"
5837,Dar al Gani 1021,H5,101.1,2000,27.01083,16.18167,"(27.01083, 16.18167)"
5838,Dar al Gani 1022,LL7,33.6,2001,27.08333,16.25,"(27.08333, 16.25)"
5839,Dar al Gani 1023,Ureilite-pmict,149.0,1999,27.02583,16.387829999999997,"(27.02583, 16.38783)"
5840,Dar al Gani 1024,LL5,142.0,1999,27.188,16.40233,"(27.188, 16.40233)"
5841,Dar al Gani 1025,LL4,173.0,1999,26.90633,16.6865,"(26.90633, 16.6865)"
5842,Dar al Gani 1026,L3,214.0,1999,26.907,16.6815,"(26.907, 16.6815)"
5843,Dar al Gani 1027,L5,137.0,1999,27.231,16.249,"(27.231, 16.249)"
5844,Dar al Gani 1028,CO3,131.0,2000,27.075670000000002,16.066329999999997,"(27.07567, 16.06633)"
5845,Dar al Gani 1029,LL5,68.0,2000,27.919,16.684,"(27.919, 16.684)"
5846,Dar al Gani 103,L5,594.0,1996,27.170170000000002,16.0355,"(27.17017, 16.0355)"
5847,Dar al Gani 1030,CK4/5,10.09,1998,27.22167,16.25,"(27.22167, 16.25)"
5848,Dar al Gani 1031,EL4,20.15,1998,27.146829999999998,16.05017,"(27.14683, 16.05017)"
5849,Dar al Gani 1032,H3/4,321.0,2000,27.035,16.38133,"(27.035, 16.38133)"
5850,Dar al Gani 1033,H4,38.9,1999,27.467670000000002,16.170170000000002,"(27.46767, 16.17017)"
5851,Dar al Gani 1034,LL6,232.0,1999,27.66733,15.9505,"(27.66733, 15.9505)"
5852,Dar al Gani 1035,H4,36.0,1999,27.232329999999997,16.196,"(27.23233, 16.196)"
5853,Dar al Gani 1036,Ureilite,222.0,1999,27.03367,16.383329999999997,"(27.03367, 16.38333)"
5854,Dar al Gani 1037,Martian (shergottite),4012.4,1999,27.33333,16.21667,"(27.33333, 16.21667)"
5855,Dar al Gani 1038,L4,80.0,1999,27.33333,16.25,"(27.33333, 16.25)"
5856,Dar al Gani 1039,L6,889.0,1999,27.330170000000003,16.231170000000002,"(27.33017, 16.23117)"
5857,Dar al Gani 104,H6,269.0,1996,27.13533,16.052,"(27.13533, 16.052)"
5858,Dar al Gani 1040,CV3,781.0,2001,27.28133,16.40833,"(27.28133, 16.40833)"
5859,Dar al Gani 1041,CO3,169.0,1998,27.08333,16.055,"(27.08333, 16.055)"
5860,Dar al Gani 1042,Lunar,801.0,1999,27.182,16.30017,"(27.182, 16.30017)"
5861,Dar al Gani 1043,LL6,32.1,2005,27.433329999999998,16.0,"(27.43333, 16.0)"
5862,Dar al Gani 1044,LL5,235.0,2006,27.45056,16.191670000000002,"(27.45056, 16.19167)"
5863,Dar al Gani 1045,L6,955.0,2005,27.495829999999998,16.258329999999997,"(27.49583, 16.25833)"
5864,Dar al Gani 1047,Ureilite-pmict,49.8,1999,27.035829999999997,16.385279999999998,"(27.03583, 16.38528)"
5865,Dar al Gani 1048,Lunar (feldsp. breccia),0.8,2001,27.20167,16.31117,"(27.20167, 16.31117)"
5866,Dar al Gani 1049 ,H5,88.0,2007,27.26633,16.35783,"(27.26633, 16.35783)"
5867,Dar al Gani 105,H6,85.0,1996,27.13383,16.06533,"(27.13383, 16.06533)"
5868,Dar al Gani 1050 ,H6,265.0,2007,28.214170000000003,15.55083,"(28.21417, 15.55083)"
5869,Dar al Gani 1051,Martian (shergottite),40.1,2000,27.16917,16.13533,"(27.16917, 16.13533)"
5870,Dar al Gani 1052,LL5,280.0,2008,27.328329999999998,16.21867,"(27.32833, 16.21867)"
5871,Dar al Gani 1053,CV3,98.0,2006,27.241670000000003,16.232670000000002,"(27.24167, 16.23267)"
5872,Dar al Gani 1054,Ureilite,28.4,1999,27.427670000000003,16.1655,"(27.42767, 16.1655)"
5873,Dar al Gani 1055,Eucrite-pmict,305.0,2007,27.38,16.469,"(27.38, 16.469)"
5874,Dar al Gani 1057,LL5,114.0,1998,27.28,16.14783,"(27.28, 16.14783)"
5875,Dar al Gani 1058,Lunar (feldsp. breccia),1815.0,1998,27.375,16.184,"(27.375, 16.184)"
5877,Dar al Gani 1059,H6,1470.0,2010,28.287670000000002,15.494670000000001,"(28.28767, 15.49467)"
5878,Dar al Gani 106,H6,293.0,1996,27.13233,16.068,"(27.13233, 16.068)"
5879,Dar al Gani 1060,Eucrite,310.0,2010,26.9195,16.657,"(26.9195, 16.657)"
5880,Dar al Gani 1061,Ureilite,207.0,2010,27.23017,16.488329999999998,"(27.23017, 16.48833)"
5881,Dar al Gani 1063,CV3,410.3,2002,27.27417,16.40833,"(27.27417, 16.40833)"
5882,Dar al Gani 107,H6,1510.0,1996,27.1345,16.08933,"(27.1345, 16.08933)"
5883,Dar al Gani 108,H5,221.0,1996,27.18317,16.33083,"(27.18317, 16.33083)"
5884,Dar al Gani 109,LL5-6,47.0,1996,27.163829999999997,16.520329999999998,"(27.16383, 16.52033)"
5885,Dar al Gani 110,L6,57.0,1996,27.15,16.40633,"(27.15, 16.40633)"
5886,Dar al Gani 111,H6,76.0,1996,27.14967,16.21,"(27.14967, 16.21)"
5887,Dar al Gani 112,L5/6,212.0,1996,27.1675,16.14067,"(27.1675, 16.14067)"
5888,Dar al Gani 113,H5,290.0,1996,27.1835,16.115170000000003,"(27.1835, 16.11517)"
5889,Dar al Gani 114,H5,223.0,1996,27.184,16.111829999999998,"(27.184, 16.11183)"
5890,Dar al Gani 115,H5-6,379.0,1996,27.19567,16.10033,"(27.19567, 16.10033)"
5891,Dar al Gani 116,H5,615.0,1996,27.195829999999997,16.013170000000002,"(27.19583, 16.01317)"
5892,Dar al Gani 117,H5,415.0,1996,27.195829999999997,16.013170000000002,"(27.19583, 16.01317)"
5893,Dar al Gani 118,L5/6,1770.0,1996,27.25483,16.00667,"(27.25483, 16.00667)"
5894,Dar al Gani 119,H5,287.0,1996,27.133,16.0395,"(27.133, 16.0395)"
5895,Dar al Gani 120,H5,132.0,1996,27.11167,16.02983,"(27.11167, 16.02983)"
5896,Dar al Gani 121,H6,282.0,1996,27.104670000000002,16.011670000000002,"(27.10467, 16.01167)"
5897,Dar al Gani 122,H6,182.0,1996,27.1075,16.035829999999997,"(27.1075, 16.03583)"
5898,Dar al Gani 123,H6,511.0,1996,27.110670000000002,16.07017,"(27.11067, 16.07017)"
5899,Dar al Gani 124,H6,204.0,1996,27.1185,16.10333,"(27.1185, 16.10333)"
5900,Dar al Gani 125,H6,860.0,1996,27.1205,16.112170000000003,"(27.1205, 16.11217)"
5901,Dar al Gani 126,H6,90.0,1996,27.130329999999997,16.1565,"(27.13033, 16.1565)"
5902,Dar al Gani 127,H6,619.0,1996,27.13317,16.16333,"(27.13317, 16.16333)"
5903,Dar al Gani 128,H5,281.0,1996,27.15233,16.26717,"(27.15233, 16.26717)"
5904,Dar al Gani 129,H5,299.0,1996,27.155,16.27883,"(27.155, 16.27883)"
5905,Dar al Gani 130,L6,303.0,1996,27.12933,16.37283,"(27.12933, 16.37283)"
5906,Dar al Gani 131,L6,114.0,1996,27.1355,16.3205,"(27.1355, 16.3205)"
5907,Dar al Gani 132,H5,120.0,1996,27.159,16.22,"(27.159, 16.22)"
5908,Dar al Gani 133,H6,62.0,1996,27.167170000000002,16.1505,"(27.16717, 16.1505)"
5909,Dar al Gani 134,H6,39.0,1996,27.169829999999997,16.14317,"(27.16983, 16.14317)"
5910,Dar al Gani 136,CO3,399.0,1996,27.101329999999997,16.0215,"(27.10133, 16.0215)"
5911,Dar al Gani 137,CO3,193.0,1996,27.10383,16.0325,"(27.10383, 16.0325)"
5912,Dar al Gani 138,H5,454.0,1996,27.147,16.1585,"(27.147, 16.1585)"
5913,Dar al Gani 139,H5,171.0,1996,27.1575,16.208,"(27.1575, 16.208)"
5914,Dar al Gani 140,H3.9-6,263.0,1996,27.1575,16.208,"(27.1575, 16.208)"
5915,Dar al Gani 141,L5,145.0,1996,27.19117,16.27767,"(27.19117, 16.27767)"
5916,Dar al Gani 142,H5/6,1225.0,1996,27.247329999999998,16.39733,"(27.24733, 16.39733)"
5917,Dar al Gani 143,H5/6,133.0,1996,26.98333,16.506,"(26.98333, 16.506)"
5918,Dar al Gani 144,H5/6,302.0,1996,26.98133,16.50433,"(26.98133, 16.50433)"
5919,Dar al Gani 146,H6,837.0,1996,27.03367,16.4055,"(27.03367, 16.4055)"
